Manufacturer,Part_no,Name,Description,Image,Quantity,Price,Weight,UPC,Condition,
"EUREKA","AS1001A","Eureka AS1001A AirSpeed Technology, Brushview Window Vacuum","","http://www.2cis.com/images/Eureka_AS1001A.jpg","12","122.47730000","22.00","","New",
"EUREKA","AS1104A","Eureka AS1104A Suction Seal Pet Upright Vacuum","","http://www.2cis.com/images/Eureka_AS1104A.png","22","149.26760000","25.00","","New",
"FLUKE","421D","Fluke 421D Laser Distance Meter","","http://www.2cis.com/images/Fluke_421D.jpg","4","244.72800000","1.00","","New",
"FLUKE","772","Fluke 772 - 11-Inch Milliamp Process Clamp Meters","","http://www.2cis.com/images/Fluke_772.jpg","2","482.04000000","3.00","","New",
"JACK LA LANE","CL003NC RB","Tristar Jack LaLanne CL-003NC Deluxe C Class, No Cup Included","Delux Juicer C Class, No Cup Included","http://www.2cis.com/images/Jack_CL-003AP_Black.jpg","22","46.33970000","15.00","","Refurbished",
"JVC","DD3 RB","JVC DD-3 DVD Home Cinema Network Media System","","http://www.2cis.com/images/JVC_DD-3.jpg","1","185.38970000","48.00","","Refurbished",
"JVC","NXPN10 RB","JVC Home NXPN10 10W iPod iPhone Audio System","","http://www.2cis.com/images/JVC_NX-PN10.jpg","32","54.57970000","6.00","","Refurbished",
"JVC","NXPN7 RB","JVC NX-PN7 iPod/iPhone Dual Play Docking System","","http://www.2cis.com/images/JVC_NX-PN7.jpg","1","59.72970000","8.00","","Refurbished",
"JVC","QPF70AL RB","JVC QP-F70AL DVD Recorder Home Theatre System","","http://www.2cis.com/images/JVC_QP-F70AL.jpg","1","205.98970000","102.00","","Refurbished",
"JVC","RAP1 RB","JVC RA-P1B Portable iPod Dock/Alarm Clock with FM Tuner","","http://www.2cis.com/images/JVC_RA-P1B.JPG","16","25.73970000","3.00","","Refurbished",
"JVC","RVNB70 RB","JVC RV-NB70B Kaboom System for iPod/iPhone","","http://www.2cis.com/images/JVC_RV-NB70B.JPG","7","154.48970000","24.00","","Refurbished",
"JVC","THBC1 RB","JVC TH-BC1 Sound Bar System","","http://www.2cis.com/images/JVC_TH-BC1.jpg","40","77.23970000","15.00","","Refurbished",
"JVC","THBC3 RB","JVC TH-BC3 Soundbar Home Theater System with iPod Dock","","http://www.2cis.com/images/JVC_TH-BC3.jpg","57","118.43970000","15.00","","Refurbished",
"JVC","UXLP55B RB","JVC UX-LP55 CD Micro Component System with iPod/iPhone Dock","","http://www.2cis.com/images/JVC_UX-LP55jpg.jpg","139","82.38970000","15.00","","Refurbished",
"JVC","UXVJ3B RB","JVC UXVJ3B iPad/iPod/iPhone Mini System 30-Watt Dual Dock, Black","","http://www.2cis.com/images/JVC_UX-VJ3B.jpg","26","80.32970000","12.00","","Refurbished",
"JVC","UXVJ3W RB","JVC UXVJ3W iPad/iPod/iPhone Mini System 30-Watt Dual Dock, White","","http://www.2cis.com/images/JVC_UX-VJ3W.jpg","1","80.32970000","12.00","","Refurbished",
"Panasonic","DMPBD87 RB","Panasonic DMP-BD87 Smart Network Blu-Ray Disc Player","","http://www.2cis.com/images/PAN_DMP-BD87.jpg","25","66.93970000","5.00","","Refurbished",
"Panasonic","RPHJE355W","Panasonic RP-HJE355 High Fiedelity Earbud, White","","http://www.2cis.com/images/PAN_RP-HJE355_White.jpg","100","19.55970000","0.50","","New",
"Samsung","DV100BK RB","Samsung DV100 - 16MP, 5x Optical Zoom DualView Digital Camera, B","","http://www.2cis.com/images/Samsung_DV100.jpg","54","87.53970000","1.00","","Refurbished",
"Samsung","HMXF80BK RB","Samsung HMX-F80 - 5MP HD Camcorder, Black","","http://www.2cis.com/images/Samsung_HMX-F80.jpg","151","133.88970000","2.00","","Refurbished",
"Samsung","MV800BK RB","Samsung MV800 - 16.1 MP 3.0 MultiView Black Compact Digital Came","","http://www.2cis.com/images/Samsung_MV800_Black.jpg","1","108.13970000","1.00","","Refurbished",
"Samsung","ST65BL RB","Samsung ST65 - 14 Megapixel, 5x Optical Zoom Digital Camera, Blu","","http://www.2cis.com/images/Samsung_ST65_Blue.jpg","42","82.38970000","1.00","","Refurbished",
"Panasonic","DMCFP7R RB","Panasonic LUMIX DMC-FP7 - 16.1 MP, 4x Optical Zoom Digital Camer","","http://www.2cis.com/images/PAN_DMC-FP7_Red.jpg","6","111.22970000","2.00","","Refurbished",
"Panasonic","DMCTS10S RB","Panasonic DMC-TS10 - 14.1 Megapixel, 4x Optical Zoom Digital Cam","","http://www.2cis.com/images/PAN_DMC-TS10_Silver.jpg","1","109.16970000","2.00","","Refurbished",
"Panasonic","DMCTS20R RB","Panasonic LUMIX DMC-TS20 - 16.1 MP, 4x Optical Zoom Digital Came","","http://www.2cis.com/images/PAN_DMC-TS20_Red.jpg","2","123.58970000","2.00","","Refurbished",
"Panasonic","HCV700K RB","Panasonic HC-V700 - 3D HD Camcorder","","http://www.2cis.com/images/PAN_HC-V700_Black.jpg","2","381.08970000","4.00","","Refurbished",
"Panasonic","HDCSDT750K RB","Panasonic HDC-SDT750 3MOS HD Camcorder with 3D Lens","","http://www.2cis.com/images/PAN_HDC-SDT750.jpg","2","793.08970000","4.00","","Refurbished",
"Panasonic","RPHJE355K","Panasonic RP-HJE355 High Fiedelity Earbud, Black","","http://www.2cis.com/images/PAN_RP-HJE355_Black.jpg","179","16.46970000","0.50","","New",
"AfterShock","DDR","Aftershock Metal DDR Dance Pad For PS1/2 X Box PC","","http://www.2cis.com/images/Aftershock_DDR.jpg","117","102.98970000","55.00","","New",
"Panasonic","DMCSZ02K RB","Panasonic LUMIX DMC-SZ02 - 16.1MP, 10x Optical Zoom, Digital Cam","","http://www.2cis.com/images/PAN_DMC-SZ02.jpg","50","102.98970000","1.00","","Refurbished",
"Uniden","EZI996 RB","Uniden EZI996 Big Button Cordless Telephone","","http://www.2cis.com/images/Uniden_EZI996.jpg","1","20.58970000","2.00","","Refurbished",
"Panasonic","KXTG7745S RB","Panasonic KX-TG7745 Link-to-Cell Bluetooth Cellular Convergence ","","http://www.2cis.com/images/PAN_KX-TG7745.jpg","45","90.62970000","5.00","","Refurbished",
"HOO","FH50240 RB","Hoover FH50240 MaxExtract77 Multi-Surface Pro Upright Cleaner","","http://www.2cis.com/images/Hoover_FH50240.jpg","14","164.78970000","33.00","","Refurbished",
"Mr. Coffee","BVMCCHX23 RB","Mr. Coffee BVMC-CHX23 - 12-Cup Programmable Coffee Maker, Black","","http://www.2cis.com/images/Mr.Coffee_BVMC-CHX23.jpg","2746","22.64970000","5.00","","Refurbished",
"Samsung","TL500 RB","Samsung TL500 10.0 MP, 3x Optical Zoom Rotating LCD Digital Came","","http://www.2cis.com/images/Samsung_TL500.jpg","2","205.98970000","2.00","","Refurbished",
"Black&Decker","SL3300B RB","Black & Decker SL3300B - 3 Pot Crockpot Slow Cooker","","http://www.2cis.com/images/Black_and_Decker_SL3300B.JPG","143","41.18970000","16.00","","Refurbished",
"Hello Kitty","78609","Hello Kitty 78609 USB Computer Speakers","","http://www.2cis.com/images/HelloKitty_78609.jpg","99","16.46970000","1.00","","New",
"Hello Kitty","81509A-PINK","Hello Kitty 81509A Wireless USB Mouse, Pink","","http://www.2cis.com/images/HelloKitty_81509A.jpg","49","19.55970000","1.00","","New",
"Panasonic","DMWBCK7","Panasonic DMW-BCK7 Lithium-Ion Battery for Digital Camera","","http://www.2cis.com/images/PAN_DMW-BCK7.jpg","6","37.06970000","1.00","","New",
"Hello Kitty","11309","Hello Kitty 11309 Earbud Headphones","","http://www.2cis.com/images/HelloKitty_11309.jpg","187","9.25970000","1.00","","New",
"Uniden","DCX200 RB","Uniden DCX200 1.9 GHz Single Line Cordless Expansion Handset Pho","","http://www.2cis.com/images/Uniden_DCX200.jpg","1","20.58970000","5.00","","Refurbished",
"Fuji","S1500 RB","FujiFilm FinePix S1500 - 10 Megapixels Digital Camera, Black","","http://www.2cis.com/images/Fuji_S1500.jpg","1","92.68970000","5.00","","Refurbished",
"ION","IPA16 RB","ION Audio IPA16 BLOCK ROCKER AM/FM Portable Speaker System for i","","http://www.2cis.com/images/ION_IPA16.jpg","5","133.88970000","35.00","","Refurbished",
"JVC","CSV6937 RB","JVC CS-V6937 DRVN Series Coaxial Speakers, 6'' x 9''","","http://www.2cis.com/images/JVC_CS-V6937.jpg","1","36.03970000","6.00","","Refurbished",
"JVC","DT1710CG","JVC DT-V1710CG 17-Inch Broadcast Monitor, Damage Box","JVC DT-V1710CG 17-Inch Broadcast Monitor with Modular Design for HDTV and Standard Video Display","http://www.2cis.com/images/JVC_DT-V1710CG.jpg","1","205.98970000","60.00","","New",
"JVC","GZVX705TU RB","JVC Everio GZ-VX705 Wi-Fi HD Camcorder","","http://www.2cis.com/images/JVC_GZ-VX705.jpg","1","169.93970000","6.00","","Refurbished",
"JVC","HANC260 RB","JVC HA-NC260 Noice Canceling Headphone","","http://www.2cis.com/images/JVC_HA-NC260.jpg","1","51.48970000","1.00","","Refurbished",
"JVC","HARX300 RB","JVC HA-RX300 Full-Size Headphones","","http://www.2cis.com/images/JVC_HA-RX300.jpg","2","14.40970000","1.00","","Refurbished",
"JVC","HAS360 RB","JVC HA-S360 Lightweight On-Ear Headphones","","http://www.2cis.com/images/JVC_HA-S360.jpg","1","15.43970000","1.00","","Refurbished",
"JVC","HAS650 RB","JVC HA-S650 Lightweight Binaural Headphone Flat-Folding Over-The","","http://www.2cis.com/images/JVC_HA-S650.jpg","1","20.58970000","1.00","","Refurbished",
"JVC","RDEZ11 RB","JVC RD-EZ11 CD Portable Boom Box with CD Player, AM/FM Tuner and","","http://www.2cis.com/images/JVC_RD-EZ11.JPG","4","23.67970000","7.00","","Refurbished",
"JVC","TMA130SU","JVC TM-A130SU - 13"" Color Monitor, Damage Box","","http://www.2cis.com/images/JVC_TM-A130SU.jpg","1","175.08970000","31.00","","New",
"JVC","TMA9U","JVC TM-A9U - 9"" Color Video Monitor, Damage Box","","http://www.2cis.com/images/JVC_TM-A9U.jpg","2","144.18970000","18.00","","New",
"JVC","TMH150CG","JVC TM-H150CGU - 15"" High Resolution Color Monitor, Damage Box","","http://www.2cis.com/images/JVC_TM-H150CG.jpg","3","185.38970000","41.00","","New",
"JVC","TMH1700G","JVC TM-H1700G - 17"" Color Video Monitor, Damage Box","","http://www.2cis.com/images/JVC_TM-H1700G.jpg","1","205.98970000","20.00","","New",
"JVC","UXLP6W RB","JVC UX-LP6 Modern CD Micro Component System with iPod Flip Dock","","http://www.2cis.com/images/JVC_UX-LP6_White.jpg","1","102.98970000","20.00","","Refurbished",
"JVC","XVN680B RB","JVC XV-N680B DVD Player","","http://www.2cis.com/images/JVC_XV-N680B.JPG","1","33.97970000","8.00","","Refurbished",
"Panasonic","DMCFP1K RB","Panasonic DMC-FP1, 12.1 Megapixel, 4x Optical Zoom Digital Camer","","http://www.2cis.com/images/PAN_DMC-FP1K.jpg","1","61.78970000","2.00","","Refurbished",
"Samsung","ML4512ND RB","Samsung ML-4512ND  Multifunction Mono Laser Printer","","http://www.2cis.com/images/Samsung_ML-4512ND.jpg","3","370.78970000","60.00","","Refurbished",
"Samsung","ML5512ND RB","Samsung ML-5512ND  Multifunction Mono Laser Printer","","http://www.2cis.com/images/Samsung_ML-5512ND.jpg","3","556.18970000","90.00","","Refurbished",
"Samsung","SF560 RB","Samsung SF-560 Monochrome Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_SF-560.jpg","4","87.53970000","25.00","","Refurbished",
"Samsung","SDR1610 RB","Samsung SRD-1610D H.264 Digital Video Recorder (16-channel, 500G","","http://www.2cis.com/images/Samsung_SRD-1610D.jpg","4","411.98970000","22.00","","Refurbished",
"Panasonic","DMCFP7A RB","Panasonic LUMIX DMC-FP7 - 16.1 MP, 4x Optical Zoom Digital Camer","","http://www.2cis.com/images/PAN_DMC-FP7_Blue.jpg","2","92.68970000","2.00","","Refurbished",
"Panasonic","DMCGF5KW RB","Panasonic LUMIX DMC-GF5KW - 12.1 Megapixel Compact System Camera","Panasonic LUMIX DMC-GF5KW - 12.1 Megapixel Compact System Camera with 14-42mm Standard Zoom Lens Kit","http://www.2cis.com/images/PAN_DMC-GF5KW.jpg","1","514.98970000","3.00","","Refurbished",
"Panasonic","DMCZS20R RB","Panasonic DMC-ZS20 LUMIX 14.1 Megapixel Digital Camera, Red","","http://www.2cis.com/images/PAN_DMC-ZS20_Red.jpg","1","221.43970000","1.00","","Refurbished",
"Panasonic","HCV500K RB","Panasonic HC-V500K HD Camcorder, Black","","http://www.2cis.com/images/PAN_HC-V500K.jpg","1","308.98970000","3.00","","Refurbished",
"Panasonic","HCX900MK RB","Panasonic HC-X900MK HD 3D Camcorder, Black","","http://www.2cis.com/images/PAN_ HC-X900MK.jpg","5","896.08970000","3.00","","Refurbished",
"Panasonic","HDCTM60K RB","Panasonic HDC-TM60 16GB 35x Intelligent Zoom HD Camcorder","<p>The Panasonic HDC-TM60 HD Camcorder is a mid-level high def camcorder for those looking to break into HD recording, without breaking the bank. The TM60 records its 1080i/50fps video files, and 5MP digital stills, to a 16GB internal flash memory and to optional SD/SDHC/SDXC memory cards with the help of a 1/4.1&quot; CMOS sensor.</p>  <p>Features such as 35x Intelligent Zoom and Power Optical Image Stabilization help to capture brilliant, detailed video, as do other functions like Intelligent Auto and the wind noise canceller. Of course the camera also has standards like face detection and smile capture functions to catch everyone in their best light.</p>  <p>Other notable features include an LED video light, composition guide lines, and focus assist. When you add in convenience features like a 2.7&quot; touch screen display, pre-record, and relay recording, the TM60 is an excellent value that packs in numerous useful functions for recording memories that will stay with you for years to come.</p>","http://www.2cis.com/images/PAN_HDC-TM60.jpg","1","195.68970000","3.00","","Refurbished",
"Panasonic","KXTG4733B RB","Panasonic KX-TG4733B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4733B.jpg","206","56.63970000","3.00","","Refurbished",
"Panasonic","KXTG4742B RB","Panasonic KX-TG4742B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4742B.jpg","2","53.54970000","3.00","","Refurbished",
"Panasonic","KXTG4744B RB","Panasonic KX-TG4744B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4744B.jpg","2","77.23970000","4.00","","Refurbished",
"Panasonic","KXTG4772B RB","Panasonic KX-TG4772B Expandable Digital Cordless Answering Syste","","http://www.2cis.com/images/PAN_KX-TG4772B.jpg","2","59.72970000","4.00","","Refurbished",
"Emerson","RP6250 RB","Emerson RP6250 AM/FM/TV-Sound Radio","","http://www.2cis.com/images/Emerson_RP6250.jpg","33","17.49970000","1.00","","Refurbished",
"Panasonic","KXTG4743B RB","Panasonic KX-TG4743B Expandable Digital Cordless Answering Syste","Panasonic KX-TG4743B Expandable Digital Cordless Answering System with 3 Handsets","http://www.2cis.com/images/PAN_KX-TG4743B.jpg","8","64.87970000","3.00","","Refurbished",
"Samsung","CLP365W RB","Samsung CLP-365W Wireless Color Laser Printer","","http://www.2cis.com/images/Samsung_CLP-365W.jpg","14","133.88970000","26.00","","Refurbished",
"Samsung","CLP660ND RB","Samsung CLP-660ND Color Laser Printer","","http://www.2cis.com/images/Samsung_CLP-660ND.jpg","1","195.68970000","67.00","","Refurbished",
"Samsung","SCX5935NX RB","Samsung SCX-5935NX Black & White Multifunction Laser Printer","","http://www.2cis.com/images/Samsung_SCX-5935NX.jpg","1","514.98970000","59.00","","Refurbished",
"Fuji","BC-45B","Fujifilm BC-45B Rapid Battery Charger In Bulk","","http://www.2cis.com/images/Fujifilm_BC-45B.jpg","22","7.19970000","1.00","","New",
"Fuji","NP-45A","Fujifilm NP-45A Rechargeable Lithium-Ion Battery (700mAh)","","http://www.2cis.com/images/Fujifilm_NP-45A.jpg","5","8.22970000","1.00","","New",
"Panasonic","DMCFH8S RB","Panasonic LUMIX DMC-FH8 - 16.1 Megapixel Digital Camera, Silver","","http://www.2cis.com/images/PAN_DMC-FH8_Silver.jpg","5","87.53970000","1.00","","Refurbished",
"JVC","VDRDL85EV","JVC VD-RDL85EV Single-sided DVD-R Dual Layer Disc","FOR EVERIO SHARE STATION","http://www.2cis.com/images/JVC_VDRDL85EV.jpg","2","2.04970000","1.00","","New",
"MGABratz","274995","MGA Tarantula R/C Rover","","http://www.2cis.com/images/MGA_Tarantula_Brown.jpg","3","36.03970000","15.00","","New",
"Panasonic","EH2501","Panasonic EH2501S Progressions Pore Cleanser with Mist","","http://www.2cis.com/images/PAN_EH2501.jpg","1","18.02500000","2.00","","New",
"FLUKE","287","Fluke 287 True-rms Electronics Logging Multimeter with TrendCapt","","http://www.2cis.com/images/Fluke_287.jpg","1","442.88970000","3.00","","New",
"Hello Kitty","35009TRU","Hello Kitty 35009TRU Foldable Headphones, Pink","","http://www.2cis.com/images/HelloKitty_35009TRU.jpg","216","14.40970000","1.00","","New",
"JVC","AAV15U RB","JVC AA-V15U AC Adapter and Charger","","http://www.2cis.com/images/JVC_AAV15U.jpg","3","41.18970000","1.00","","Refurbished",
"JVC","AAV80U RB","JVC AA-V80 AC Power Adapter and Charger for JVC Camcorder","JVC AA-V80 AC Power Adapter and Charger for GR-DLS1U, GR-DVM1U and GR-DVL9000U Camcorders BN-V812, BN-V814 and BN-V856 Series Batteries","http://www.2cis.com/images/JVC_AAV80U.jpg","1","28.82970000","1.00","","Refurbished",
"JVC","AAVG1 RB","JVC AA-VG1 Battery Charger","","http://www.2cis.com/images/JVC_AAVG1.jpg","2","25.73970000","1.00","","Refurbished",
"JVC","ACV10 RB","JVC AC-V10 AC Adapter for JVC GZ-HM30","","http://www.2cis.com/images/JVC_ACV10.jpg","2","20.58970000","1.00","","Refurbished",
"JVC","BNV840U RB","JVC BN-V840U External Battery - Mounts on Waist/Belt not on Actu","","http://www.2cis.com/images/JVC_BNV840U.jpg","1","41.18970000","1.00","","Refurbished",
"Panasonic","KXTA82483","Panasonic KX-TA82483 3x8 Expansion Card","","http://www.2cis.com/images/PAN_KX-TA82483.jpg","2","205.98970000","1.00","","New",
"Panasonic","WJHD716/1000 RB","Panasonic WJ-HD716/1000 16-Channel H.264 Real-Time Digital Video","","http://www.2cis.com/images/PAN_WJ-HD716-1000.jpg","2","2652.23970000","0.00","15","Refurbished",
"Panasonic","WJHD716/4000T2","Panasonic WJ-HD716/4000T2 16 Channel Real-Time H.264 DVR, 4 TB C","","","4","3120.88970000","41.00","","New",
"Panasonic","WJHDE300/4000RB","Panasonic WJ-HDE300/4000 Expansion Unit for WJ-HD316 Series, 4TB","","http://www.2cis.com/images/PAN_WJ-HDE300-4000.jpg","1","2101.18970000","20.00","","New",
"Panasonic","WJND200/1000 RB","Panasonic WJ-ND200/1000 Network Video Recorder (NVR) with Remova","","http://www.2cis.com/images/PAN_WJ-ND200-1000.jpg","1","1730.38970000","20.00","","Refurbished",
"Panasonic","WJND200/640A RB","Panasonic WJ-ND200/640A Network Video Recorder (NVR) with Remova","","http://www.2cis.com/images/PAN_WJ-ND200-640A.jpg","2","1874.58970000","20.00","","Refurbished",
"Panasonic","WVCL934 RB","Panasonic WV-CL934 1/2"" CCD Day/Night Camera (AC/DC)","","http://www.2cis.com/images/PAN_WV-CL934.jpg","4","489.23970000","8.00","","Refurbished",
"Panasonic","WVCP254H RB","Panasonic WV-CP254H Day/Night Indoor Fixed Camera, 2 5/8""W x 2 7","Panasonic WV-CP254H Day/Night Indoor Fixed Camera, 2 5/8&quot;W x 2 7/8&quot;D with PTP-1003M Twisted Pair","http://www.2cis.com/images/PAN_WV-CP254H.jpg","3","144.18970000","6.00","","Refurbished",
"Panasonic","WVCP284 RB","Panasonic WV-CP284 1/3"" Color High Resolution Camera with Adapti","Panasonic WV-CP284 1/3&quot; Color High Resolution Camera with Adaptive Black Stretch and Day/Night Function, 540 Lines - AC/DC","http://www.2cis.com/images/PAN_WV-CP284.jpg","10","92.68970000","6.00","","Refurbished",
"Panasonic","WVCP290 RB","Panasonic WV-CP290 - 1/3"" CCD, Color Camera with Day/Night Funct","","http://www.2cis.com/images/PAN_WV-CP290.jpg","7","91.65970000","7.00","","Refurbished",
"Panasonic","WVCP294 RB","Panasonic WV-CP294 - 1/3"" CCD, Color Camera with Day/Night Funct","","http://www.2cis.com/images/PAN_WV-CP294.jpg","2","91.65970000","6.00","","Refurbished",
"Panasonic","WVCP314 RB","Panasonic WV-CP314 Day/Night Fixed Color Camera","Panasonic WV-CP314 Day/Night Fixed Color Camera<br/>  Day/Night Fixed ColorAnalog Cameras with IR Cut Filter, Lens Distortion Compensation and High Sensitivity","http://www.2cis.com/images/PAN_WV-CP314.jpg","2","82.38970000","6.00","","Refurbished",
"Panasonic","WVCP504 RB","Panasonic WV-CP504 Super Dynamic 5 Fixed Camera","Panasonic WV-CP504 Super Dynamic 5 Fixed Camera<br/>  Superior low-light sensitivity of 0.1 lux in color and 0.07 in B/W mode.","http://www.2cis.com/images/PAN_WV-CP504.jpg","12","257.48970000","7.00","","Refurbished",
"Panasonic","WVCS954 RB","Panasonic WV-CS954 Super Dynamic III Dome Camera","","http://www.2cis.com/images/PAN_WV-CS954.jpg","9","906.38970000","15.00","","Refurbished",
"Panasonic","WVCU360C RB","Panasonic WV-CU360C System Controller For Panasonic's Dome Camer","","http://www.2cis.com/images/PAN_WV-CU360C.jpg","1","267.78970000","10.00","","Refurbished",
"Panasonic","WVCU650 RB","Panasonic WV-CU650 System Controller","","http://www.2cis.com/images/PAN_WV-CU650.jpg","2","484.08970000","10.00","","Refurbished",
"Panasonic","WVCW244F RB","Panasonic WV-CW244F Vandal-Proof Color Camera, Flush","","http://www.2cis.com/images/PAN_WV-CW244F.jpg","7","205.98970000","8.00","","Refurbished",
"Panasonic","WVCW334S RB","Panasonic WV-CW334S Vandal Resistant Camera with 768H CCD, Day/N","Panasonic WV-CW334S Vandal Resistant Camera with 768H CCD, Day/Night 2.8-10mm Super Dynamic Range, Adaptive Black Stretch and i-VMD","http://www.2cis.com/images/PAN_WV-CW334S.jpg","1","164.78970000","8.00","","Refurbished",
"Panasonic","WVCW484S RB","Panasonic WV-CW484S Vandal Proof Super Dynamic III Color Dome Ca","","http://www.2cis.com/images/PAN_WV-CW484S.jpg","5","298.68970000","7.00","","Refurbished",
"Panasonic","WVCW484SK RB","Panasonic WV-CW484SK Vandal Proof Super Dynamic III Color Dome C","","http://www.2cis.com/images/PAN_WV-CW484SK.jpg","6","267.78970000","8.00","","Refurbished",
"Panasonic","WVCW4C RB","Panasonic WV-CW4C Clear Dome Cover for WV-CW484 Series","","http://www.2cis.com/images/PAN_WV-CW4C.jpg","29","30.88970000","8.00","","Refurbished",
"Panasonic","WVCW4H RB","Panasonic WV-CW4H Heater unit for WVCW484 Series","","http://www.2cis.com/images/PAN_WV-CW4H.jpg","3","44.27970000","3.00","","Refurbished",
"Panasonic","WVCW504F RB","Panasonic WV-CW504F Super Dynamic 5 Vandal-Resistant Fixed Dome","","http://www.2cis.com/images/PAN_WV-CW504F.jpg","9","205.98970000","8.00","","Refurbished",
"Panasonic","WVCW504S RB","Panasonic WV-CW504S Super Dynamic 5 Vandal-Resistant Fixed Dome","","http://www.2cis.com/images/PAN_WV-CW504S.jpg","29","216.28970000","8.00","","Refurbished",
"Panasonic","WVCW594 RB","Panasonic WV-CW594 Super Dynamic 6 Weather Resistant Dome Camera","","http://www.2cis.com/images/PAN_WV-CW594.jpg","1","793.08970000","15.00","","Refurbished",
"Panasonic","WVCW964 RB","Panasonic WV-CW964 Super Dynamic III Color Dome Camera","","http://www.2cis.com/images/PAN_WV-CW964.jpg","12","1246.28970000","15.00","","Refurbished",
"Panasonic","WVNF284 RB","Panasonic WV-NF284 i-Pro Network Color Dome Camera","","http://www.2cis.com/images/PAN_WV-NF284.jpg","8","339.88970000","8.00","","Refurbished",
"Panasonic","WVNF302 RB","Panasonic WV-NF302 Ruggedized Fixed Dome Network Camera","","http://www.2cis.com/images/PAN_WV-NF302.jpg","9","432.58970000","8.00","","Refurbished",
"Panasonic","WVNP244 RB","Panasonic WV-NP244 MPEG4 & JPEG Compatible Network Security Came","","http://www.2cis.com/images/PAN_WV-NP244.jpg","7","247.18970000","7.00","","Refurbished",
"Panasonic","WVNP304 RB","Panasonic WV-NP304 Megapixel Day/Night Network Camera","","http://www.2cis.com/images/PAN_WV-NP304.jpg","1","365.63970000","8.00","","Refurbished",
"Panasonic","WVNP502 RB","Panasonic WV-NP502 Super Dynamic Megapixel Network Camera","","http://www.2cis.com/images/PAN_WV-NP502.jpg","4","463.48970000","7.00","","Refurbished",
"Panasonic","WVNW484S RB","Panasonic WV-NW484S Vandal-Proof Network Fixed Dome Camera","","http://www.2cis.com/images/PAN_WV-NW484S.jpg","7","489.23970000","8.00","","Refurbished",
"Panasonic","WVNW502S RB","Panasonic WV-NW502S Super Dynamic Megapixel Vandal-Resistant Fix","","http://www.2cis.com/images/PAN_WV-NW502S.jpg","41","597.38970000","8.00","","Refurbished",
"Panasonic","WVNW502SK RB","Panasonic WV-NW502SK Super Dynamic Megapixel Vandal-Resistant Fi","","http://www.2cis.com/images/PAN_WV-NW502S.jpg","12","597.38970000","8.00","","Refurbished",
"Panasonic","WVNW964 RB","Panasonic WV-NW964 i-Pro Outdoor Network Day/Night PTZ Camera","Panasonic WV-NW964 i-Pro Outdoor Network Day/Night PTZ Camera<br/>  i-Pro Outdoor Network Day/Night PTZ Camera w/SDIII Technology, all-in-one unit","http://www.2cis.com/images/PAN_WV-NW964.jpg","20","1472.88970000","20.00","","Refurbished",
"Panasonic","WVSF342 RB","Panasonic WV-SF342 H.264, Vandal Resistant Fixed Dome Network Ca","","http://www.2cis.com/images/PAN_WV-SF342.jpg","1","283.23970000","6.00","","Refurbished",
"Panasonic","WVSW152 RB","Panasonic WV-SW152 Super Dynamic Vandal-Resistant Compact Dome N","","http://www.2cis.com/images/PAN_WV-SW152.jpg","1","236.88970000","6.00","","Refurbished",
"Panasonic","WVSW352 RB","Panasonic WV-SW352 H.264 Super Dynamic, SVGA/800x600, Vandal Res","","http://www.2cis.com/images/PAN_WV-SW352.jpg","5","437.73970000","8.00","","Refurbished",
"Panasonic","WVSW558 RB","Panasonic WV-SW558 Full HD Vandal-Resistant Network Camera","","http://www.2cis.com/images/PAN_WV-SW558.jpg","2","468.63970000","8.00","","Refurbished",
"Samsung","CLP415NW RB","Samsung CLP-415NW Wireless Color Printer","","http://www.2cis.com/images/Samsung_CLP-415NW.jpg","9","205.98970000","45.00","","Refurbished",
"Turtle Beach","DELTA RB","Turtle Beach Call of Duty®: MW3 Ear Force® Delta (EFD) Limited E","","http://www.2cis.com/images/Turtlebeach_Delta.jpg","45","154.48970000","5.00","","Refurbished",
"Uniden","DXAI55883 RB","Uniden DXAI5588-3 - 5.8GHz Analog Answering System with Caller I","","http://www.2cis.com/images/Uniden_DXAI5588-3.jpg","2","33.97970000","6.00","","Refurbished",
"Uniden","TRU95653 RB","Uniden TRU9565-3 5.8 GHz Digital Caller ID Cordless Phone, 3 han","","http://www.2cis.com/images/Uniden_TRU9565-3.jpg","2","33.97970000","6.00","","Refurbished",
"APL","MD057LL RB","Apple MD057LL - 8GB 4th Generation iPod touch,White","","http://www.2cis.com/images/Apple_MD057LL.jpg","8","174.05970000","1.00","","Refurbished",
"Emerson","RP6251 RB","Emerson RP6251 Portable Clock Radio","","http://www.2cis.com/images/Emerson_RP6251.jpg","67","17.49970000","2.00","","Refurbished",
